model,display_freq,battery,price,ram,size,camera_res
Google Model 33679,90,4262,28572,10,5.76,12.9
Apple Model 33680,102,5753,5476,16,4.85,84.9
Oppo Model 33681,63,5747,26454,13,4.89,85.0
Realme Model 33682,120,5162,32556,8,5.06,81.6
OnePlus Model 33683,98,3928,11241,8,4.68,33.2
Realme Model 33684,139,5590,4452,5,6.78,73.7
Xiaomi Model 33685,88,5098,11572,16,7.02,89.9
Realme Model 33686,98,5616,34196,8,4.69,78.5
Realme Model 33687,94,3134,9307,14,6.7,21.3
Realme Model 33688,62,4396,32103,9,4.7,89.1
Motorola Model 33689,87,5998,29047,15,4.57,61.7
Oppo Model 33690,74,3718,25351,8,4.86,92.6
Realme Model 33691,118,5749,29882,7,6.55,95.8
Samsung Model 33692,114,4436,6196,9,5.63,12.9
Realme Model 33693,136,5904,10420,10,7.12,66.1
Realme Model 33694,103,3370,19982,12,6.11,98.6
Huawei Model 33695,84,4240,9070,5,6.27,89.6
Asus Model 33696,126,3302,36443,6,6.74,47.6
Nokia Model 33697,139,5583,14335,5,6.83,76.0
Nokia Model 33698,64,4587,37874,5,5.54,13.5
Asus Model 33699,96,3896,23938,5,4.61,47.9
Samsung Model 33700,135,4864,36765,6,4.64,86.6
Apple Model 33701,110,3724,29545,16,4.55,48.4
Asus Model 33702,80,5269,23689,4,6.53,39.8
Samsung Model 33703,72,4696,13183,16,4.93,8.1
Google Model 33704,127,5604,38870,12,5.51,80.2
Samsung Model 33705,107,3384,28559,13,5.88,12.3
Sony Model 33706,112,5416,21868,7,5.01,102.2
Google Model 33707,100,5413,16567,6,6.13,40.2
Motorola Model 33708,139,4930,16623,16,6.36,89.9
Asus Model 33709,101,5403,14821,14,5.59,80.3
Motorola Model 33710,111,4298,30446,13,6.09,29.6
Huawei Model 33711,134,3154,26901,7,5.5,76.3
Nokia Model 33712,106,5844,38140,4,6.4,78.5
Oppo Model 33713,65,5193,33083,12,5.92,15.1
Realme Model 33714,88,3285,23272,15,5.17,18.2
Samsung Model 33715,80,3341,7730,9,7.06,58.7
Motorola Model 33716,106,3294,7873,14,6.28,15.8
Samsung Model 33717,127,5116,11540,14,5.58,50.7
Huawei Model 33718,105,5096,17379,13,5.55,93.2
Realme Model 33719,62,3356,24315,16,5.15,70.7
OnePlus Model 33720,61,5900,8962,15,5.25,16.6
Huawei Model 33721,144,4294,9080,8,6.02,56.9
Xiaomi Model 33722,88,3211,24343,3,6.48,95.1
OnePlus Model 33723,134,4251,34311,8,5.8,93.0
Sony Model 33724,141,5214,27237,7,6.71,25.8
Realme Model 33725,114,3017,37595,16,5.08,16.1
Oppo Model 33726,123,4498,4547,11,5.9,66.2
Huawei Model 33727,101,3662,7721,8,7.09,82.4
Oppo Model 33728,87,3849,17800,12,4.92,22.4
Samsung Model 33729,72,4989,31574,10,5.33,21.2
Sony Model 33730,62,5072,14887,10,6.3,40.6
Samsung Model 33731,140,3951,27916,11,4.77,61.0
Google Model 33732,142,4459,32846,14,6.34,51.4
Google Model 33733,132,3821,29971,10,5.92,15.6
Samsung Model 33734,115,3332,23077,16,6.67,73.0
Motorola Model 33735,111,4134,19472,4,4.67,62.6
Realme Model 33736,115,3200,30706,12,5.16,88.3
Asus Model 33737,125,5658,4472,13,7.02,72.9
Oppo Model 33738,135,5431,34814,16,4.61,45.7
Google Model 33739,91,4563,38265,4,6.71,10.8
Samsung Model 33740,70,4984,30000,4,4.76,106.1
OnePlus Model 33741,91,4343,25176,10,7.18,96.8
OnePlus Model 33742,101,5712,22836,15,5.02,107.0
Sony Model 33743,96,4345,6774,3,5.48,98.1
Asus Model 33744,122,5289,28756,4,6.38,32.1
Realme Model 33745,109,5794,28201,8,5.86,10.0
Huawei Model 33746,71,3618,37242,9,6.55,71.6
Xiaomi Model 33747,119,5047,26577,10,6.51,12.1
Realme Model 33748,105,3889,3700,9,5.11,36.2
Xiaomi Model 33749,117,4737,26300,13,6.12,84.4
Xiaomi Model 33750,133,4297,14605,5,5.5,9.9
Huawei Model 33751,115,4165,28634,7,5.02,16.3
OnePlus Model 33752,101,3647,30068,5,5.89,48.7
Motorola Model 33753,96,4814,6302,9,4.86,28.8
Huawei Model 33754,117,3750,8562,7,6.16,8.9
Nokia Model 33755,97,5976,27030,13,4.94,50.0
Motorola Model 33756,64,3321,16138,16,5.08,45.4
Apple Model 33757,100,3164,38008,10,6.85,19.7
Xiaomi Model 33758,83,5941,8599,15,6.97,33.3
Xiaomi Model 33759,62,4171,36689,16,7.01,99.7
Samsung Model 33760,89,3349,25571,11,5.91,58.1
Oppo Model 33761,112,4877,11310,5,6.32,67.5
Motorola Model 33762,134,4549,13592,11,6.1,49.7
Oppo Model 33763,122,5570,11917,12,5.17,44.9
Realme Model 33764,138,5748,39686,13,6.8,44.6
Google Model 33765,89,3077,6531,7,5.55,64.8
Huawei Model 33766,72,3030,3506,15,5.68,82.8
Apple Model 33767,72,5767,14048,8,4.57,64.5
Oppo Model 33768,89,4144,26446,9,4.72,57.5
Sony Model 33769,124,4488,18839,9,5.33,63.0
OnePlus Model 33770,91,3281,14615,12,5.59,30.9
Oppo Model 33771,138,5309,31372,8,5.76,22.9
Asus Model 33772,94,3216,39381,6,6.37,16.4
Sony Model 33773,61,3646,18878,8,4.72,9.3
Apple Model 33774,130,4709,22150,12,4.81,37.3
Sony Model 33775,112,3708,17803,14,6.47,86.7
Sony Model 33776,140,3145,17539,3,4.71,28.0
Nokia Model 33777,120,3498,21811,8,7.1,55.8
Asus Model 33778,114,4374,11838,15,6.06,43.1
Realme Model 33779,119,5400,9258,16,5.11,77.8
Huawei Model 33780,69,5980,19491,16,5.57,16.9
Huawei Model 33781,90,5527,4812,4,5.98,39.6
Motorola Model 33782,98,3320,16127,4,6.28,75.1
Motorola Model 33783,103,3223,18624,6,7.19,66.8
OnePlus Model 33784,101,3724,22500,12,4.55,40.5
Sony Model 33785,103,3657,38570,15,5.72,45.2
Huawei Model 33786,94,5985,6917,15,4.83,18.4
Realme Model 33787,63,3469,24363,13,5.06,68.7
Motorola Model 33788,122,3694,13020,15,7.1,26.8
Sony Model 33789,78,4461,36922,7,4.94,56.0
Motorola Model 33790,89,4340,21751,14,4.53,84.9
Nokia Model 33791,85,3052,35659,7,4.77,71.2
Samsung Model 33792,69,4054,22719,10,5.36,101.2
Oppo Model 33793,116,3842,23855,3,5.79,54.8
Google Model 33794,133,5559,37003,13,5.79,38.9
OnePlus Model 33795,121,5274,26010,15,6.75,94.1
Realme Model 33796,134,3989,30547,16,5.61,51.3
Nokia Model 33797,114,5042,12916,11,7.01,54.5
Asus Model 33798,74,3276,29675,7,5.35,48.2
Xiaomi Model 33799,85,4512,26305,16,5.44,60.6
Oppo Model 33800,101,4649,9483,10,6.58,30.7
Realme Model 33801,72,5706,14193,8,5.87,74.5
OnePlus Model 33802,92,5917,37920,12,5.07,33.6
OnePlus Model 33803,96,5518,12642,8,6.76,52.6
Huawei Model 33804,95,4479,29527,15,5.19,22.9
Asus Model 33805,77,3994,36448,10,6.75,18.1
Apple Model 33806,73,5392,39852,14,6.73,28.5
OnePlus Model 33807,112,3342,9956,15,5.15,32.5
Oppo Model 33808,63,4584,16046,12,6.76,35.8
Apple Model 33809,71,3628,32209,16,5.83,37.2
OnePlus Model 33810,83,5391,20769,15,5.88,71.6
Apple Model 33811,76,3083,28432,12,4.57,19.8
OnePlus Model 33812,106,5324,33494,9,4.86,26.2
Asus Model 33813,69,4171,32344,6,6.04,8.8
Xiaomi Model 33814,125,4610,39636,9,5.27,72.3
Motorola Model 33815,65,3897,13696,8,4.63,63.0
OnePlus Model 33816,70,3406,9675,5,6.51,101.1
Realme Model 33817,116,4899,28458,7,6.9,71.0
Xiaomi Model 33818,70,3213,34733,3,6.53,55.5
Sony Model 33819,108,3339,14729,6,6.4,58.7
Oppo Model 33820,129,5500,6196,10,5.73,84.7
Samsung Model 33821,118,4198,4913,6,4.96,51.8
Motorola Model 33822,134,3364,26499,16,6.2,62.5
Huawei Model 33823,64,3284,38197,10,6.37,107.9
Realme Model 33824,116,5072,22758,6,6.54,55.7
Huawei Model 33825,121,4214,15517,9,4.56,104.4
Apple Model 33826,94,5491,6057,14,6.3,88.4
Nokia Model 33827,140,4724,13312,16,4.74,104.4
Huawei Model 33828,87,4070,28819,10,4.56,20.8
Huawei Model 33829,127,4641,3804,13,4.98,47.9
Realme Model 33830,76,5516,10831,13,6.4,63.3
Samsung Model 33831,69,4616,31542,7,6.97,10.2
Motorola Model 33832,78,3557,3771,14,6.39,76.4
Realme Model 33833,130,4526,36971,15,5.18,8.7
Sony Model 33834,96,4911,13953,9,5.26,55.8
Huawei Model 33835,137,3606,14017,8,5.86,36.4
OnePlus Model 33836,96,5439,7387,7,4.59,74.7
OnePlus Model 33837,94,3099,19392,7,6.88,90.8
Sony Model 33838,102,3095,36175,14,5.73,33.1
Google Model 33839,93,5923,39762,6,5.8,25.9
Motorola Model 33840,119,3911,12186,7,6.35,33.5
Oppo Model 33841,126,5492,10222,8,5.38,51.6
OnePlus Model 33842,121,5264,22790,11,4.87,60.3
Xiaomi Model 33843,110,5849,17019,7,5.07,100.5
Oppo Model 33844,70,3010,39227,12,6.7,21.5
Sony Model 33845,99,4825,5808,13,6.01,24.2
Huawei Model 33846,84,4819,35032,9,5.86,37.8
OnePlus Model 33847,120,5567,18457,8,4.76,85.8
Sony Model 33848,141,5854,35841,12,5.11,63.5
Asus Model 33849,108,4898,30898,11,5.69,36.6
Huawei Model 33850,91,5015,30927,9,5.88,52.1
Sony Model 33851,63,4658,9953,5,6.06,58.4
Apple Model 33852,68,4054,11632,13,5.49,53.5
Sony Model 33853,142,5134,20899,5,4.78,99.2
Asus Model 33854,66,5620,9610,9,5.55,45.9
Google Model 33855,133,4380,33722,16,5.0,70.0
Motorola Model 33856,131,4799,22912,7,5.73,44.1
Apple Model 33857,132,5169,12232,14,6.95,46.5
Sony Model 33858,69,4388,18160,3,6.18,22.4
Huawei Model 33859,60,4153,32544,12,7.18,100.3
Apple Model 33860,64,3824,34567,10,6.78,81.7
Samsung Model 33861,117,3690,22300,9,4.75,54.2
Sony Model 33862,65,5238,6122,4,4.5,9.7
Motorola Model 33863,117,3908,20012,6,6.79,93.1
Oppo Model 33864,127,5680,37508,11,5.17,15.7
Oppo Model 33865,126,4109,20249,8,6.22,41.5
Apple Model 33866,62,3774,33721,15,6.52,12.1
Xiaomi Model 33867,70,5646,29963,8,5.07,79.2
Realme Model 33868,139,3123,20827,16,5.34,53.3
Oppo Model 33869,87,3405,9147,9,5.75,26.0
Nokia Model 33870,74,4082,4089,14,6.13,62.5
Sony Model 33871,77,4265,11911,12,5.06,67.4
Xiaomi Model 33872,135,5761,26204,8,5.9,101.4
Sony Model 33873,96,3380,6547,13,6.33,20.5
Huawei Model 33874,106,5974,21655,15,4.58,86.8
Motorola Model 33875,75,5575,28572,8,5.0,85.2
Realme Model 33876,92,3853,9011,16,5.33,51.6
Xiaomi Model 33877,112,5109,34964,3,7.17,34.6
Realme Model 33878,103,5070,18548,5,6.53,16.4
Google Model 33879,133,5831,38966,7,4.55,61.0
Oppo Model 33880,99,5258,16127,4,6.74,78.6
Motorola Model 33881,79,5534,5352,5,5.09,75.4
Sony Model 33882,136,4508,32123,12,5.07,57.8
Oppo Model 33883,123,5850,21763,9,6.2,61.2
Asus Model 33884,118,3118,14247,16,4.63,37.2
Samsung Model 33885,66,5883,5633,7,5.9,22.4
Realme Model 33886,114,4211,8272,8,4.96,78.7
Asus Model 33887,60,3420,19816,13,6.2,65.9
Samsung Model 33888,60,5877,6351,12,4.63,19.4
Apple Model 33889,124,4204,25200,15,6.92,16.7
OnePlus Model 33890,61,5696,24371,8,5.78,63.2
Oppo Model 33891,71,3250,9594,6,6.51,61.2
Asus Model 33892,114,5360,18256,14,4.5,59.0
Apple Model 33893,126,5393,29902,7,6.19,63.1
Oppo Model 33894,96,3204,7003,11,6.93,40.6
Nokia Model 33895,122,3697,9826,12,5.13,107.1
Realme Model 33896,84,3168,25646,11,6.33,43.9
Sony Model 33897,103,3466,14793,8,6.33,75.2
Motorola Model 33898,68,3121,12718,16,5.98,35.3
Motorola Model 33899,71,3522,20950,6,5.15,67.1
Apple Model 33900,101,5339,19559,8,5.36,87.0
Nokia Model 33901,139,5012,8042,13,4.91,83.3
Motorola Model 33902,103,4729,23842,3,6.13,101.3
Motorola Model 33903,121,4660,7289,5,5.05,28.4
Sony Model 33904,131,3732,22665,9,5.17,40.9
Motorola Model 33905,104,5638,14051,7,7.19,58.9
OnePlus Model 33906,63,5252,33786,6,6.09,107.5
Xiaomi Model 33907,123,4183,36670,7,6.96,17.7
Apple Model 33908,129,5529,30492,10,5.46,38.3
Asus Model 33909,88,3747,32349,10,4.57,53.9
OnePlus Model 33910,83,4113,33247,3,5.58,55.9
Sony Model 33911,65,3966,7166,14,5.9,89.8
Xiaomi Model 33912,62,3546,29248,12,6.35,9.2
Realme Model 33913,81,5152,15356,12,5.99,17.1
Huawei Model 33914,122,3375,13946,7,7.19,53.3
Asus Model 33915,106,5198,14495,8,6.5,72.1
Nokia Model 33916,85,5847,12817,3,5.26,81.6
Huawei Model 33917,92,4393,37162,10,6.34,83.0
Samsung Model 33918,89,3073,5345,5,6.67,88.0
Asus Model 33919,127,5211,25046,8,5.63,53.8
Apple Model 33920,123,3510,9739,15,5.13,52.8
Nokia Model 33921,64,5657,20454,10,5.92,14.5
Huawei Model 33922,66,3749,6579,8,5.12,95.2
Huawei Model 33923,86,3345,37783,11,4.66,77.7
Oppo Model 33924,139,4751,35456,12,4.63,88.3
Apple Model 33925,104,3592,17637,6,6.67,42.4
Samsung Model 33926,70,5797,10664,5,6.37,16.9
Huawei Model 33927,86,3250,7787,6,5.95,13.5
Samsung Model 33928,116,4193,29475,7,6.62,29.9
Realme Model 33929,105,5522,5385,3,6.51,105.3
Samsung Model 33930,114,3161,31835,8,5.39,54.0
Motorola Model 33931,62,3471,9582,12,6.38,107.0
Oppo Model 33932,113,3059,6678,8,5.05,95.4
Huawei Model 33933,129,3269,20267,10,4.72,19.3
Nokia Model 33934,61,3513,13048,7,5.48,94.1
Apple Model 33935,91,3356,26053,16,4.95,47.6
Xiaomi Model 33936,88,4657,7507,11,6.54,85.6
Sony Model 33937,104,4205,27182,6,5.96,83.8
Motorola Model 33938,133,4092,27347,12,6.08,80.0
Motorola Model 33939,78,3284,19207,3,5.81,34.6
Google Model 33940,116,3251,38305,15,5.37,79.7
Samsung Model 33941,96,3450,10310,3,6.72,101.1
Realme Model 33942,99,5172,18449,5,7.02,95.6
Realme Model 33943,64,3838,34773,16,5.64,44.6
OnePlus Model 33944,136,5753,34902,4,5.32,104.3
OnePlus Model 33945,100,3752,10170,7,6.44,34.8
Nokia Model 33946,97,5601,29130,7,5.12,71.4
Xiaomi Model 33947,121,3256,34467,13,6.26,30.9
Apple Model 33948,67,3273,8368,10,5.66,20.2
Apple Model 33949,98,4335,6529,10,6.66,31.5
Oppo Model 33950,140,5108,24085,12,4.97,87.7
Huawei Model 33951,123,5647,10438,16,6.65,107.0
OnePlus Model 33952,138,5495,24332,12,6.75,106.9
OnePlus Model 33953,99,3647,16001,5,5.94,75.4
Huawei Model 33954,82,3784,26607,6,5.82,27.5
Asus Model 33955,72,5871,8892,11,6.05,15.4
Nokia Model 33956,101,5866,21632,13,6.19,26.7
Apple Model 33957,126,4799,5093,10,6.02,20.2
Asus Model 33958,142,5429,27609,4,5.98,98.6
Sony Model 33959,143,3560,28144,7,5.28,95.6
Xiaomi Model 33960,133,4577,10684,9,6.7,8.2
Xiaomi Model 33961,133,5201,32294,8,5.73,34.7
Motorola Model 33962,99,4440,5914,11,5.78,90.3
Asus Model 33963,98,5018,15084,13,5.32,74.5
Nokia Model 33964,113,5813,7955,15,5.36,58.3
Xiaomi Model 33965,76,3887,22000,6,5.31,70.5
Samsung Model 33966,66,3611,29308,6,5.73,29.2
Motorola Model 33967,99,3999,12913,4,7.06,75.2
OnePlus Model 33968,114,5058,7957,13,5.66,12.1
Motorola Model 33969,88,3718,19352,13,7.11,35.1
Apple Model 33970,130,4002,31777,11,6.05,42.4
Samsung Model 33971,68,4593,8071,13,6.95,71.9
Huawei Model 33972,67,4397,34186,11,6.78,18.8
Oppo Model 33973,141,4628,34066,15,6.64,26.8
Motorola Model 33974,71,5495,36425,4,5.8,30.9
Apple Model 33975,98,4836,9115,9,5.58,31.3
OnePlus Model 33976,74,5038,21898,16,6.12,43.9
Samsung Model 33977,129,3108,23537,15,7.2,96.6
Sony Model 33978,65,5509,28336,14,6.79,94.5
Apple Model 33979,85,5602,30048,15,4.68,55.3
Oppo Model 33980,137,5245,39253,14,5.6,29.4
Sony Model 33981,125,5888,8930,14,6.46,61.5
Sony Model 33982,121,5838,36811,8,5.72,38.7
Asus Model 33983,72,3026,26211,4,5.27,61.0
Google Model 33984,142,3628,10116,5,6.1,48.1
Huawei Model 33985,100,3037,22206,8,6.44,46.5
Motorola Model 33986,93,4789,6862,3,5.57,16.5
Apple Model 33987,103,4498,6262,4,6.86,94.5
Oppo Model 33988,89,5528,9158,12,6.78,62.9
Huawei Model 33989,79,5566,20624,12,5.24,75.2
Sony Model 33990,86,3683,35356,12,6.02,76.5
Nokia Model 33991,95,5491,4854,10,6.62,46.9
OnePlus Model 33992,123,3289,23213,12,6.02,97.8
Nokia Model 33993,125,3983,25447,11,5.92,84.8
OnePlus Model 33994,106,4742,16867,7,6.29,99.7
Samsung Model 33995,104,5647,4184,10,6.83,39.6
Sony Model 33996,78,3136,5412,5,5.02,62.9
Oppo Model 33997,76,4052,11005,7,4.64,71.0
Realme Model 33998,61,4275,17008,16,6.2,55.4
Xiaomi Model 33999,94,5443,10944,5,6.87,12.8
Motorola Model 34000,84,5205,6792,7,5.98,31.9
Xiaomi Model 34001,113,4805,20518,14,5.04,85.6
Motorola Model 34002,87,4724,15022,9,6.26,68.5
Samsung Model 34003,78,3034,13946,16,4.77,87.3
Samsung Model 34004,84,4052,27776,6,5.87,55.1
Asus Model 34005,138,5881,39866,16,7.04,19.1
Realme Model 34006,127,4812,37195,12,5.64,23.4
Motorola Model 34007,65,4153,30287,16,6.07,29.4
Apple Model 34008,64,5172,16824,12,7.02,17.9
Samsung Model 34009,85,5291,37819,16,4.88,15.5
Huawei Model 34010,65,5073,15492,12,4.99,58.7
Samsung Model 34011,132,4610,34941,10,6.88,102.3
Xiaomi Model 34012,69,4161,31285,15,5.82,88.4
Nokia Model 34013,112,5454,7588,7,4.56,48.1
Huawei Model 34014,75,4056,19860,13,4.94,35.1
Oppo Model 34015,105,5480,8643,6,6.81,33.5
Motorola Model 34016,130,5258,11825,3,5.22,88.3
Samsung Model 34017,94,3775,18256,14,5.5,87.8
Huawei Model 34018,86,4679,30433,15,4.94,46.4
Nokia Model 34019,102,4330,30148,12,7.1,47.8
Oppo Model 34020,89,3285,36844,4,5.17,106.4
Oppo Model 34021,99,4578,30262,10,4.96,24.7
Apple Model 34022,130,5843,9879,5,5.37,28.2
Oppo Model 34023,79,4329,35389,15,5.25,73.5
Apple Model 34024,141,5188,11289,11,6.74,64.5
Xiaomi Model 34025,128,5688,29068,13,5.46,45.4
Sony Model 34026,76,5016,31221,11,6.57,90.8
Asus Model 34027,112,3284,32471,4,5.12,82.4
Xiaomi Model 34028,135,4905,35269,10,4.96,85.9
Xiaomi Model 34029,85,4457,35208,3,4.84,45.0
Apple Model 34030,119,3736,39979,12,5.43,70.1
Motorola Model 34031,116,5485,15574,6,4.68,42.5
Asus Model 34032,83,3374,4581,14,5.93,89.7
OnePlus Model 34033,124,4380,36987,16,7.05,42.6
Asus Model 34034,143,3030,35164,11,4.91,101.4
Realme Model 34035,139,3186,35327,7,4.7,19.3
Oppo Model 34036,126,3075,17022,16,4.66,66.8
Oppo Model 34037,143,4325,24602,4,5.07,77.9
Huawei Model 34038,90,4744,19429,5,6.0,37.2
OnePlus Model 34039,68,5763,18178,14,5.91,33.0
Samsung Model 34040,74,3567,17772,13,6.88,43.5
Sony Model 34041,107,3360,17127,10,5.64,75.4
Sony Model 34042,109,4775,12816,11,6.63,90.1
Oppo Model 34043,124,3304,28100,3,5.54,31.2
Samsung Model 34044,138,5113,27409,15,6.23,104.1
OnePlus Model 34045,126,3583,29190,11,6.49,8.3
Realme Model 34046,144,5516,11592,10,6.31,102.6
Huawei Model 34047,89,4986,37473,5,5.87,79.7
Realme Model 34048,139,3542,20828,4,4.87,13.2
Nokia Model 34049,141,4181,30365,12,5.64,33.9
Realme Model 34050,123,4370,20565,16,6.89,95.9
Asus Model 34051,130,3888,25351,14,6.39,73.5
Google Model 34052,84,3745,20270,14,6.35,19.3
Realme Model 34053,123,5761,17719,15,5.7,69.5
Realme Model 34054,116,4353,38550,15,4.58,10.1
Sony Model 34055,80,3580,22518,14,5.04,55.8
Sony Model 34056,65,5632,11323,11,6.16,77.6
Nokia Model 34057,124,5625,17956,12,6.54,97.9
Realme Model 34058,99,4216,39812,13,6.03,78.6
Samsung Model 34059,105,4025,15298,3,5.6,59.7
Google Model 34060,97,5887,35570,13,5.31,55.3
Asus Model 34061,108,4181,13807,8,4.84,49.9
Samsung Model 34062,77,3066,6843,13,5.2,75.9
Samsung Model 34063,112,4965,10363,3,6.11,50.6
Nokia Model 34064,94,4651,8598,12,5.86,83.1
Oppo Model 34065,118,4345,35667,11,4.94,34.0
Oppo Model 34066,80,3977,6642,12,6.64,96.1
Oppo Model 34067,83,5214,6384,6,4.88,25.3
Samsung Model 34068,112,3727,20936,3,7.14,94.8
Huawei Model 34069,95,3284,22119,3,4.74,64.5
Samsung Model 34070,60,3332,13268,11,6.0,46.4
Google Model 34071,102,5695,13459,4,6.14,69.4
Realme Model 34072,132,4245,7615,10,4.57,34.8
Sony Model 34073,115,3327,14557,6,6.78,26.0
Sony Model 34074,106,5964,29428,7,5.26,79.7
Realme Model 34075,115,5668,7227,8,4.67,31.0
Asus Model 34076,143,4216,21498,13,6.0,107.8
Asus Model 34077,128,4983,12113,15,6.09,72.2
Motorola Model 34078,89,5606,37735,14,6.33,104.2
Realme Model 34079,113,5899,21556,5,6.59,67.4
Google Model 34080,112,3807,25693,8,7.07,55.3
Oppo Model 34081,117,3033,15230,8,5.4,68.0
OnePlus Model 34082,136,4492,14289,5,6.77,81.3
Motorola Model 34083,79,5973,24482,5,5.64,56.1
Google Model 34084,106,3310,37041,13,5.76,74.6
Motorola Model 34085,112,3868,10730,12,7.18,25.3
Sony Model 34086,109,4438,24430,12,6.39,97.1
OnePlus Model 34087,132,3809,32066,6,6.33,25.5
Samsung Model 34088,143,3883,12367,10,5.82,75.5
Nokia Model 34089,137,5042,10151,10,5.31,36.8
Huawei Model 34090,139,5506,3845,11,5.19,101.4
Sony Model 34091,114,3043,4016,8,5.12,70.5
Motorola Model 34092,106,3162,6540,16,5.95,91.2
Nokia Model 34093,142,5975,25103,3,7.09,45.3
Oppo Model 34094,102,4288,7044,9,7.14,17.7
Apple Model 34095,116,4399,28269,7,6.93,95.1
Motorola Model 34096,124,3290,6136,15,6.59,18.1
Huawei Model 34097,62,4751,36443,10,5.36,53.7
OnePlus Model 34098,121,3024,19264,10,5.46,31.9
Realme Model 34099,99,3365,29561,14,5.83,80.4
Apple Model 34100,123,5872,33219,4,5.92,34.6
Xiaomi Model 34101,70,3306,39457,5,6.94,33.4
Realme Model 34102,74,4596,11718,11,6.45,9.2
Samsung Model 34103,118,3446,39352,13,6.03,107.4
Nokia Model 34104,80,5698,6529,12,5.4,33.9
Sony Model 34105,105,5000,25395,10,5.83,23.4
Realme Model 34106,107,4208,37648,13,5.2,52.4
Realme Model 34107,104,3351,21722,5,5.27,103.2
Nokia Model 34108,130,5475,29836,5,6.65,84.7
Asus Model 34109,70,4790,24677,14,5.98,51.2
Asus Model 34110,111,5048,34765,10,6.76,72.4
Google Model 34111,112,4197,19255,9,5.29,81.2
Oppo Model 34112,110,5907,24135,7,4.66,38.0
Samsung Model 34113,73,4459,36322,12,6.99,40.0
Oppo Model 34114,102,5155,24870,7,5.77,9.9
Samsung Model 34115,64,5807,13238,16,6.77,32.3
Oppo Model 34116,73,4817,18335,4,6.99,71.5
Samsung Model 34117,100,5989,18483,16,6.23,98.3
Google Model 34118,108,3665,30525,13,5.97,87.3
Asus Model 34119,76,4958,19164,11,7.12,16.7
Sony Model 34120,90,3134,4362,3,5.0,52.7
Motorola Model 34121,112,5159,33070,7,5.07,15.2
Sony Model 34122,123,4252,6384,6,6.82,8.2
Nokia Model 34123,105,5517,35521,12,4.8,99.7
Motorola Model 34124,70,3875,36837,6,6.05,85.7
Google Model 34125,143,5294,4207,14,7.05,63.4
Samsung Model 34126,77,5608,17974,15,6.07,76.0
Motorola Model 34127,135,5567,36201,12,5.41,41.0
Xiaomi Model 34128,116,4671,16019,5,7.17,107.5
Xiaomi Model 34129,95,4938,23201,9,6.43,42.6
Apple Model 34130,60,3491,20587,10,4.97,35.7
Huawei Model 34131,65,3693,33206,4,6.71,92.0
Realme Model 34132,88,5600,18052,3,5.38,67.3
Apple Model 34133,87,3304,11256,15,6.97,78.5
Oppo Model 34134,131,4353,14499,10,5.09,28.3
Sony Model 34135,134,3120,20148,10,4.85,63.5
Oppo Model 34136,101,3948,4187,4,6.61,47.6
Realme Model 34137,117,4550,31887,10,5.52,90.0
Huawei Model 34138,75,5372,26280,11,6.71,26.6
Motorola Model 34139,77,5482,11618,14,5.38,64.1
Asus Model 34140,127,4503,17679,14,5.54,41.2
Samsung Model 34141,132,4589,27872,16,5.71,76.3
Motorola Model 34142,93,5564,6776,4,4.73,41.8
Oppo Model 34143,102,5412,35658,3,7.16,90.1
Asus Model 34144,67,4571,4284,8,5.61,47.3
